horizon,row_set,model,test_date,is_weekend,n,ml_mae,strongest_baseline,strongest_mae,ml_better
60,all,m1,2026-09-17,False,5895,3.7761581732801854,persistence,5.359866147081434,True
120,core,m1,2026-09-11,False,7383,4.489697474102336,lag_24h,6.976168497575905,True
120,core,m1,2026-09-12,True,2456,6.44676575875485,persistence,8.842156513178564,True
120,core,m1,2026-09-13,True,10597,4.892288714333636,persistence,7.369185362903116,True
120,core,m1,2026-09-14,False,8074,5.669175970120866,persistence,8.277373741907724,True
120,core,m1,2026-09-15,False,5273,6.850324682811817,lag_24h,9.564950892298185,True
120,core,m1,2026-09-16,False,9558,6.908924407539619,lag_24h,9.404360483651406,True
120,core,m1,2026-09-17,False,3821,4.52510159034651,lag_24h,6.900704818727457,True
120,all,m1,2026-09-14,False,5554,7.077247939085722,lag_7d,7.437646714061617,True
120,all,m1,2026-09-15,False,5198,6.822711111389573,seasonal_naive,9.307273990024347,True
120,all,m1,2026-09-16,False,9454,6.900432073137101,seasonal_naive,8.74000338445425,True
120,all,m1,2026-09-17,False,3821,4.52510159034651,seasonal_naive,6.867917284544343,True
180,core,m1,2026-09-11,False,6042,4.5469392113762686,lag_24h,6.301991262407269,True
180,core,m1,2026-09-12,True,841,7.312559951411259,persistence,12.2822482204403,True
180,core,m1,2026-09-13,True,9631,5.615864250332253,persistence,9.577079126911762,True
180,core,m1,2026-09-14,False,7486,6.6370056677824625,persistence,11.185996074084388,True
180,core,m1,2026-09-15,False,4613,7.360759566572815,lag_24h,9.494727134348084,True
180,core,m1,2026-09-16,False,8766,7.711600875481121,lag_24h,9.487120133437122,True
180,core,m1,2026-09-17,False,2024,4.557939763814714,lag_24h,5.645355091227158,True
180,all,m1,2026-09-14,False,4966,8.221050477466397,lag_7d,7.416669244050946,False
180,all,m1,2026-09-15,False,4538,7.331599715064296,seasonal_naive,9.34811665870177,True
180,all,m1,2026-09-16,False,8662,7.719531352920253,seasonal_naive,8.767048166573499,True
180,all,m1,2026-09-17,False,2024,4.557939763814714,lag_24h,5.645355091227158,True
240,core,m1,2026-09-11,False,4858,4.4257821299015605,lag_24h,5.400615852382147,True
240,core,m1,2026-09-12,True,172,8.308788398724396,persistence,17.095438683184465,True
240,core,m1,2026-09-13,True,8703,5.905356462002018,lag_24h,9.703502667916812,True
240,core,m1,2026-09-14,False,7201,7.847028703967416,persistence,14.332465563943355,True
240,core,m1,2026-09-15,False,3887,7.952010029040558,lag_24h,9.624065576563822,True
240,core,m1,2026-09-16,False,8017,7.932350536154887,lag_24h,9.56801427651723,True
240,core,m1,2026-09-17,False,1892,5.590891728984465,lag_24h,5.554811215797134,False
240,all,m1,2026-09-14,False,4681,9.493329827796677,lag_7d,7.355447297657679,False
240,all,m1,2026-09-15,False,3812,7.929097388856945,seasonal_naive,9.329697006069072,True
240,all,m1,2026-09-16,False,7913,7.9338471791205984,seasonal_naive,8.718825345286081,True
240,all,m1,2026-09-17,False,1892,5.590891728984465,lag_24h,5.554811215797134,False
360,core,m1,2026-09-11,False,3698,4.634436647235059,lag_24h,4.617069525598374,False
360,core,m1,2026-09-13,True,6633,6.6801246700044095,lag_24h,10.133471008530842,True
360,core,m1,2026-09-14,False,7201,7.95644615293472,lag_24h,14.940974646875356,True
360,core,m1,2026-09-15,False,2317,8.20071132444343,lag_24h,9.71391905528122,True
360,core,m1,2026-09-16,False,6433,8.34439137099202,lag_24h,9.821109745079118,True
360,core,m1,2026-09-17,False,1892,6.263708871912165,lag_24h,5.554811215797134,False
360,all,m1,2026-09-14,False,4681,9.257798121903459,lag_7d,7.355447297657679,False
360,all,m1,2026-09-15,False,2308,8.147996933522561,seasonal_naive,8.813176294448603,True
360,all,m1,2026-09-16,False,6329,8.381271143873459,seasonal_naive,8.8176556786116,True
360,all,m1,2026-09-17,False,1892,6.263708871912165,lag_24h,5.554811215797134,False
720,core,m1,2026-09-11,False,2795,4.127862400460216,lag_24h,3.647919330536123,False
720,core,m1,2026-09-13,True,1391,6.995119707561021,lag_24h,12.217394816802292,True
720,core,m1,2026-09-14,False,7201,8.317936331208927,lag_24h,14.940974646875356,True
720,core,m1,2026-09-16,False,2494,8.166658962191889,lag_24h,8.588742424063545,True
720,core,m1,2026-09-17,False,1892,5.893604375959907,lag_24h,5.554811215797134,False
720,all,m1,2026-09-14,False,4681,9.504473245622895,lag_7d,7.355447297657679,False
720,all,m1,2026-09-16,False,2408,8.241025827837944,seasonal_naive,7.985145623967227,False
720,all,m1,2026-09-17,False,1892,5.893604375959907,lag_24h,5.554811215797134,False
1440,core,m1,2026-09-14,False,2569,10.235560369399558,persistence,22.2564592359505,True
1440,all,m1,2026-09-14,False,2569,10.235560369399558,lag_7d,7.774278413251751,False
