ts_kst,parking_id,cell_cnt,park_count,compet_occ_500,compet_n_500,target_occ_pct
2026-09-04 14:15:34+09:00,3,88,88,37.5,1,100.0
2026-09-04 14:20:34+09:00,3,88,88,37.5,1,100.0
2026-09-04 14:25:34+09:00,3,88,88,37.5,1,100.0
2026-09-04 14:30:32+09:00,3,88,88,37.5,1,100.0
2026-09-04 14:35:33+09:00,3,88,88,33.92857142857143,1,100.0
2026-09-04 14:40:32+09:00,3,88,88,33.92857142857143,1,100.0
2026-09-04 14:45:35+09:00,3,88,88,32.142857142857146,1,100.0
2026-09-04 14:50:34+09:00,3,88,88,26.785714285714285,1,100.0
2026-09-04 14:55:34+09:00,3,88,88,25.0,1,100.0
2026-09-04 15:00:32+09:00,3,88,88,26.785714285714285,1,100.0
2026-09-04 15:05:33+09:00,3,88,88,25.0,1,100.0
2026-09-04 15:10:33+09:00,3,88,88,26.785714285714285,1,100.0
2026-09-04 15:15:33+09:00,3,88,88,26.785714285714285,1,100.0
2026-09-04 15:20:32+09:00,3,88,88,25.0,1,100.0
2026-09-04 15:25:32+09:00,3,88,88,23.214285714285715,1,100.0
2026-09-04 15:30:32+09:00,3,88,88,25.0,1,100.0
2026-09-04 15:35:32+09:00,3,88,88,26.785714285714285,1,100.0
2026-09-04 15:40:32+09:00,3,88,88,25.0,1,100.0
2026-09-04 15:45:34+09:00,3,88,88,21.428571428571427,1,100.0
2026-09-04 15:50:34+09:00,3,88,88,21.428571428571427,1,100.0
2026-09-04 15:55:33+09:00,3,88,88,21.428571428571427,1,100.0
2026-09-04 16:00:34+09:00,3,88,88,21.428571428571427,1,100.0
2026-09-04 16:05:34+09:00,3,88,88,23.214285714285715,1,100.0
2026-09-04 16:10:35+09:00,3,88,88,25.0,1,100.0
2026-09-04 16:15:35+09:00,3,88,88,26.785714285714285,1,100.0
2026-09-04 16:20:33+09:00,3,88,88,26.785714285714285,1,100.0
2026-09-04 16:25:32+09:00,3,88,88,28.57142857142857,1,100.0
2026-09-04 16:30:33+09:00,3,88,88,28.57142857142857,1,100.0
2026-09-04 16:35:32+09:00,3,88,88,30.357142857142854,1,100.0
2026-09-04 16:40:32+09:00,3,88,88,32.142857142857146,1,100.0
2026-09-04 16:45:32+09:00,3,88,88,32.142857142857146,1,100.0
2026-09-04 16:50:32+09:00,3,88,88,26.785714285714285,1,100.0
2026-09-04 16:55:32+09:00,3,88,88,26.785714285714285,1,100.0
2026-09-04 17:00:32+09:00,3,88,88,26.785714285714285,1,100.0
2026-09-04 17:05:33+09:00,3,88,88,30.357142857142854,1,100.0
2026-09-04 17:10:33+09:00,3,88,88,32.142857142857146,1,100.0
2026-09-04 17:15:32+09:00,3,88,88,39.285714285714285,1,100.0
2026-09-04 17:20:32+09:00,3,88,88,46.42857142857143,1,100.0
2026-09-04 17:25:32+09:00,3,88,88,44.642857142857146,1,100.0
2026-09-04 17:30:34+09:00,3,88,88,46.42857142857143,1,100.0
2026-09-04 17:35:35+09:00,3,88,88,51.78571428571429,1,100.0
2026-09-04 17:40:35+09:00,3,88,88,55.35714285714286,1,100.0
2026-09-04 17:45:34+09:00,3,88,88,55.35714285714286,1,100.0
2026-09-04 17:50:32+09:00,3,88,88,55.35714285714286,1,100.0
2026-09-04 17:55:33+09:00,3,88,88,55.35714285714286,1,100.0
2026-09-04 18:00:32+09:00,3,88,88,57.14285714285714,1,100.0
2026-09-04 18:05:32+09:00,3,88,88,57.14285714285714,1,100.0
2026-09-04 18:10:34+09:00,3,88,88,58.92857142857143,1,100.0
2026-09-04 18:15:32+09:00,3,88,88,58.92857142857143,1,100.0
2026-09-04 18:20:32+09:00,3,88,88,60.71428571428571,1,100.0
2026-09-04 18:25:32+09:00,3,88,88,60.71428571428571,1,100.0
2026-09-04 18:30:32+09:00,3,88,88,60.71428571428571,1,100.0
2026-09-04 18:35:32+09:00,3,88,88,58.92857142857143,1,100.0
2026-09-04 18:40:35+09:00,3,88,88,58.92857142857143,1,100.0
2026-09-04 18:45:35+09:00,3,88,88,57.14285714285714,1,100.0
2026-09-04 18:50:33+09:00,3,88,88,60.71428571428571,1,100.0
2026-09-04 18:55:34+09:00,3,88,88,58.92857142857143,1,100.0
2026-09-04 19:00:34+09:00,3,88,88,58.92857142857143,1,100.0
2026-09-04 19:05:32+09:00,3,88,88,58.92857142857143,1,100.0
2026-09-04 19:10:33+09:00,3,88,88,58.92857142857143,1,100.0
2026-09-04 19:15:32+09:00,3,88,88,58.92857142857143,1,100.0
2026-09-04 19:20:32+09:00,3,88,88,60.71428571428571,1,100.0
2026-09-04 19:25:32+09:00,3,88,88,64.28571428571429,1,100.0
2026-09-04 19:30:32+09:00,3,88,88,64.28571428571429,1,100.0
2026-09-04 19:35:33+09:00,3,88,88,66.07142857142857,1,100.0
2026-09-04 19:40:35+09:00,3,88,88,67.85714285714286,1,100.0
2026-09-04 19:45:32+09:00,3,88,88,69.64285714285714,1,100.0
2026-09-04 19:50:33+09:00,3,88,88,71.42857142857143,1,100.0
2026-09-04 19:55:34+09:00,3,88,88,69.64285714285714,1,100.0
2026-09-04 20:00:32+09:00,3,88,88,67.85714285714286,1,100.0
2026-09-04 20:05:33+09:00,3,88,88,69.64285714285714,1,100.0
2026-09-04 20:10:32+09:00,3,88,88,69.64285714285714,1,100.0
2026-09-04 20:15:32+09:00,3,88,88,69.64285714285714,1,100.0
2026-09-04 20:20:33+09:00,3,88,88,71.42857142857143,1,100.0
2026-09-04 20:25:33+09:00,3,88,88,69.64285714285714,1,100.0
2026-09-04 20:30:33+09:00,3,88,88,62.5,1,100.0
2026-09-04 20:35:32+09:00,3,88,88,64.28571428571429,1,100.0
2026-09-04 20:40:32+09:00,3,88,88,66.07142857142857,1,100.0
2026-09-04 20:45:32+09:00,3,88,88,67.85714285714286,1,100.0
2026-09-04 20:50:32+09:00,3,88,88,66.07142857142857,1,100.0
2026-09-04 20:55:33+09:00,3,88,88,66.07142857142857,1,100.0
2026-09-04 21:00:33+09:00,3,88,88,64.28571428571429,1,100.0
2026-09-04 21:05:33+09:00,3,88,88,64.28571428571429,1,100.0
2026-09-04 21:10:34+09:00,3,88,88,62.5,1,100.0
2026-09-04 21:15:36+09:00,3,88,88,60.71428571428571,1,100.0
2026-09-04 21:20:34+09:00,3,88,88,58.92857142857143,1,100.0
2026-09-04 21:25:32+09:00,3,88,88,58.92857142857143,1,100.0
2026-09-04 21:30:32+09:00,3,88,88,60.71428571428571,1,100.0
2026-09-04 21:35:32+09:00,3,88,88,60.71428571428571,1,100.0
2026-09-04 21:40:32+09:00,3,88,88,58.92857142857143,1,100.0
2026-09-04 21:45:34+09:00,3,88,88,55.35714285714286,1,100.0
2026-09-04 21:50:33+09:00,3,88,88,55.35714285714286,1,100.0
2026-09-04 21:55:32+09:00,3,88,88,55.35714285714286,1,100.0
2026-09-04 22:00:32+09:00,3,88,88,57.14285714285714,1,100.0
2026-09-04 22:05:32+09:00,3,88,88,58.92857142857143,1,100.0
2026-09-04 22:10:33+09:00,3,88,88,58.92857142857143,1,100.0
2026-09-04 22:15:33+09:00,3,88,88,60.71428571428571,1,100.0
2026-09-04 22:20:32+09:00,3,88,88,58.92857142857143,1,100.0
2026-09-04 22:25:33+09:00,3,88,88,58.92857142857143,1,100.0
2026-09-04 22:30:33+09:00,3,88,88,58.92857142857143,1,100.0
2026-09-04 22:35:32+09:00,3,88,88,60.71428571428571,1,100.0
2026-09-04 22:40:33+09:00,3,88,88,60.71428571428571,1,100.0
2026-09-04 22:45:33+09:00,3,88,88,60.71428571428571,1,100.0
2026-09-04 22:50:32+09:00,3,88,88,60.71428571428571,1,100.0
2026-09-04 22:55:32+09:00,3,88,88,60.71428571428571,1,100.0
2026-09-04 23:00:33+09:00,3,88,88,60.71428571428571,1,100.0
2026-09-04 23:05:32+09:00,3,88,88,60.71428571428571,1,100.0
