fold,horizon,segment,n,n_interval,inside,coverage,avg_width,status,ml_mae,persistence_mae
5,15,운영중,8019,0,0,,,unavailable,2.9915706555810115,3.0668437427922655
5,15,운영외,7107,0,0,,,unavailable,1.3431666374290414,1.5266573309086762
5,15,평일,15126,0,0,,,unavailable,2.2170626986190882,2.343182177986192
5,15,주말,0,0,0,,,unavailable,,
5,15,운영중·평일,8019,0,0,,,unavailable,2.9915706555810115,3.0668437427922655
5,15,운영중·주말,0,0,0,,,unavailable,,
5,15,운영외·평일,7107,0,0,,,unavailable,1.3431666374290414,1.5266573309086762
5,15,운영외·주말,0,0,0,,,unavailable,,
5,30,전체,14904,0,0,,,unavailable,3.1933252732512223,3.7331736679377547
5,30,운영중,7962,0,0,,,unavailable,4.166181040200792,4.599166252824024
5,30,운영외,6942,0,0,,,unavailable,2.0775261351854684,2.7399393030768384
5,30,평일,14904,0,0,,,unavailable,3.1933252732512223,3.7331736679377547
5,30,주말,0,0,0,,,unavailable,,
5,30,운영중·평일,7962,0,0,,,unavailable,4.166181040200792,4.599166252824024
5,30,운영중·주말,0,0,0,,,unavailable,,
5,30,운영외·평일,6942,0,0,,,unavailable,2.0775261351854684,2.7399393030768384
5,30,운영외·주말,0,0,0,,,unavailable,,
5,60,전체,14460,0,0,,,unavailable,4.298103807062565,5.957040755254632
5,60,운영중,7848,0,0,,,unavailable,5.060106899838682,6.745369947817905
5,60,운영외,6612,0,0,,,unavailable,3.393657304929025,5.021346940488058
5,60,평일,14460,0,0,,,unavailable,4.298103807062565,5.957040755254632
5,60,주말,0,0,0,,,unavailable,,
5,60,운영중·평일,7848,0,0,,,unavailable,5.060106899838682,6.745369947817905
5,60,운영중·주말,0,0,0,,,unavailable,,
5,60,운영외·평일,6612,0,0,,,unavailable,3.393657304929025,5.021346940488058
5,60,운영외·주말,0,0,0,,,unavailable,,
5,120,전체,13716,0,0,,,unavailable,5.186997985334742,10.054341626435933
5,120,운영중,7632,0,0,,,unavailable,5.697002262871311,10.847552743628055
5,120,운영외,6084,0,0,,,unavailable,4.547229305821411,9.059307562265936
5,120,평일,13716,0,0,,,unavailable,5.186997985334742,10.054341626435933
5,120,주말,0,0,0,,,unavailable,,
5,120,운영중·평일,7632,0,0,,,unavailable,5.697002262871311,10.847552743628055
5,120,운영중·주말,0,0,0,,,unavailable,,
5,120,운영외·평일,6084,0,0,,,unavailable,4.547229305821411,9.059307562265936
5,120,운영외·주말,0,0,0,,,unavailable,,
5,240,전체,12120,0,0,,,unavailable,5.982700327282817,16.579653577099215
5,240,운영중,7032,0,0,,,unavailable,6.246292038126845,16.88793804127679
5,240,운영외,5088,0,0,,,unavailable,5.618396689182342,16.153581180853795
5,240,평일,12120,0,0,,,unavailable,5.982700327282817,16.579653577099215
5,240,주말,0,0,0,,,unavailable,,
5,240,운영중·평일,7032,0,0,,,unavailable,6.246292038126845,16.88793804127679
5,240,운영중·주말,0,0,0,,,unavailable,,
5,240,운영외·평일,5088,0,0,,,unavailable,5.618396689182342,16.153581180853795
5,240,운영외·주말,0,0,0,,,unavailable,,
5,360,전체,10524,0,0,,,unavailable,6.793725400679813,23.12560459359482
5,360,운영중,6396,0,0,,,unavailable,6.979640667425216,23.26567118067538
5,360,운영외,4128,0,0,,,unavailable,6.505664827495801,22.908582817682213
5,360,평일,10524,0,0,,,unavailable,6.793725400679813,23.12560459359482
5,360,주말,0,0,0,,,unavailable,,
5,360,운영중·평일,6396,0,0,,,unavailable,6.979640667425216,23.26567118067538
5,360,운영중·주말,0,0,0,,,unavailable,,
5,360,운영외·평일,4128,0,0,,,unavailable,6.505664827495801,22.908582817682213
5,360,운영외·주말,0,0,0,,,unavailable,,
6,15,전체,15126,15126,12057,0.797104323681079,7.0824202053679715,pass,2.4228434014547338,2.550672327454472
6,15,운영중,8019,8019,6361,0.7932410525003117,9.511898583055885,pass,3.3279301514755177,3.4241360978556648
6,15,운영외,7107,7107,5696,0.8014633459969045,4.341180989006724,pass,1.401612129692152,1.565122028474992
6,15,평일,15126,15126,12057,0.797104323681079,7.0824202053679715,pass,2.4228434014547338,2.550672327454472
6,15,주말,0,0,0,,,unavailable,,
6,15,운영중·평일,8019,8019,6361,0.7932410525003117,9.511898583055885,pass,3.3279301514755177,3.4241360978556648
6,15,운영중·주말,0,0,0,,,unavailable,,
6,15,운영외·평일,7107,7107,5696,0.8014633459969045,4.341180989006724,pass,1.401612129692152,1.565122028474992
6,15,운영외·주말,0,0,0,,,unavailable,,
6,30,전체,14904,14904,11840,0.7944176060118089,9.923762853698404,pass,3.5167685246824547,3.9949937902658412
6,30,운영중,7962,7962,6217,0.7808339613162522,12.798720551495126,pass,4.683315206842355,5.082829252194649
6,30,운영외,6942,6942,5623,0.809997118985883,6.626382676536562,pass,2.178819132092838,2.7473207928764483
6,30,평일,14904,14904,11840,0.7944176060118089,9.923762853698404,pass,3.5167685246824547,3.9949937902658412
6,30,주말,0,0,0,,,unavailable,,
6,30,운영중·평일,7962,7962,6217,0.7808339613162522,12.798720551495126,pass,4.683315206842355,5.082829252194649
6,30,운영중·주말,0,0,0,,,unavailable,,
6,30,운영외·평일,6942,6942,5623,0.809997118985883,6.626382676536562,pass,2.178819132092838,2.7473207928764483
6,30,운영외·주말,0,0,0,,,unavailable,,
6,60,전체,14460,14460,11249,0.777939142461964,13.663027854797024,pass,4.760827884539829,6.542130440111244
6,60,운영중,7848,7848,5927,0.7552242609582059,16.566039835150942,fail,5.922040818286901,7.816597080869043
6,60,운영외,6612,6612,5322,0.8049001814882033,10.217347573215427,pass,3.3825461083681683,5.029424118776215
6,60,평일,14460,14460,11249,0.777939142461964,13.663027854797024,pass,4.760827884539829,6.542130440111244
6,60,주말,0,0,0,,,unavailable,,
6,60,운영중·평일,7848,7848,5927,0.7552242609582059,16.566039835150942,fail,5.922040818286901,7.816597080869043
6,60,운영중·주말,0,0,0,,,unavailable,,
6,60,운영외·평일,6612,6612,5322,0.8049001814882033,10.217347573215427,pass,3.3825461083681683,5.029424118776215
6,60,운영외·주말,0,0,0,,,unavailable,,
6,120,전체,13716,13716,11102,0.8094196558763488,19.55033319511916,pass,5.730834305137949,10.992613715771222
6,120,운영중,7632,7632,5992,0.7851153039832285,22.27498023224348,pass,6.770562582987426,12.461636232248667
6,120,운영외,6084,6084,5110,0.8399079552925707,16.13243276985078,fail,4.42655977907825,9.149816239479986
6,120,평일,13716,13716,11102,0.8094196558763488,19.55033319511916,pass,5.730834305137949,10.992613715771222
6,120,주말,0,0,0,,,unavailable,,
6,120,운영중·평일,7632,7632,5992,0.7851153039832285,22.27498023224348,pass,6.770562582987426,12.461636232248667
6,120,운영중·주말,0,0,0,,,unavailable,,
6,120,운영외·평일,6084,6084,5110,0.8399079552925707,16.13243276985078,fail,4.42655977907825,9.149816239479986
6,120,운영외·주말,0,0,0,,,unavailable,,
6,240,전체,12120,12120,9415,0.7768151815181518,25.19551448085745,pass,6.79538329578428,17.79998323788916
6,240,운영중,7032,7032,5285,0.7515642775881684,26.658992217996502,fail,7.601184507715019,19.07339881058535
6,240,운영외,5088,5088,4130,0.8117138364779874,23.172877796981307,pass,5.681705205710189,16.040026809587342
6,240,평일,12120,12120,9415,0.7768151815181518,25.19551448085745,pass,6.79538329578428,17.79998323788916
6,240,주말,0,0,0,,,unavailable,,
6,240,운영중·평일,7032,7032,5285,0.7515642775881684,26.658992217996502,fail,7.601184507715019,19.07339881058535
6,240,운영중·주말,0,0,0,,,unavailable,,
6,240,운영외·평일,5088,5088,4130,0.8117138364779874,23.172877796981307,pass,5.681705205710189,16.040026809587342
6,240,운영외·주말,0,0,0,,,unavailable,,
6,360,전체,10524,10524,8279,0.7866780691752185,28.400530627705955,pass,7.267692626055151,24.373778062454683
6,360,운영중,6396,6396,5034,0.7870544090056285,28.936173647433332,pass,7.7524918425346305,25.226477059958803
6,360,운영외,4128,4128,3245,0.7860949612403101,27.57059536748882,pass,6.51653570052154,23.052590371554405
6,360,평일,10524,10524,8279,0.7866780691752185,28.400530627705955,pass,7.267692626055151,24.373778062454683
6,360,주말,0,0,0,,,unavailable,,
6,360,운영중·평일,6396,6396,5034,0.7870544090056285,28.936173647433332,pass,7.7524918425346305,25.226477059958803
6,360,운영중·주말,0,0,0,,,unavailable,,
6,360,운영외·평일,4128,4128,3245,0.7860949612403101,27.57059536748882,pass,6.51653570052154,23.052590371554405
6,360,운영외·주말,0,0,0,,,unavailable,,
7,15,전체,13782,13782,11151,0.8090988245537658,7.5239475719150715,pass,2.5936542401848377,2.7233796073088157
7,15,운영중,8010,8010,6508,0.8124843945068664,9.441080307076136,pass,3.2576135410584177,3.3262412619383603
7,15,운영외,5772,5772,4643,0.8044005544005544,4.863477508048106,pass,1.6722554182864708,1.886768059564073
7,15,평일,13782,13782,11151,0.8090988245537658,7.5239475719150715,pass,2.5936542401848377,2.7233796073088157
7,15,주말,0,0,0,,,unavailable,,
7,15,운영중·평일,8010,8010,6508,0.8124843945068664,9.441080307076136,pass,3.2576135410584177,3.3262412619383603
7,15,운영중·주말,0,0,0,,,unavailable,,
7,15,운영외·평일,5772,5772,4643,0.8044005544005544,4.863477508048106,pass,1.6722554182864708,1.886768059564073
7,15,운영외·주말,0,0,0,,,unavailable,,
7,30,전체,13656,13656,11028,0.8075571177504394,10.71174027761833,pass,3.798926651285831,4.294042911258648
7,30,운영중,7956,7956,6519,0.8193815987933635,13.044183212849278,pass,4.604308958865861,4.9394000330162235
7,30,운영외,5700,5700,4509,0.7910526315789473,7.456140980653867,pass,2.6747825040741273,3.393260233942288
7,30,평일,13656,13656,11028,0.8075571177504394,10.71174027761833,pass,3.798926651285831,4.294042911258648
7,30,주말,0,0,0,,,unavailable,,
7,30,운영중·평일,7956,7956,6519,0.8193815987933635,13.044183212849278,pass,4.604308958865861,4.9394000330162235
7,30,운영중·주말,0,0,0,,,unavailable,,
7,30,운영외·평일,5700,5700,4509,0.7910526315789473,7.456140980653867,pass,2.6747825040741273,3.393260233942288
7,30,운영외·주말,0,0,0,,,unavailable,,
7,60,전체,13300,13300,10757,0.808796992481203,14.882859460598022,pass,5.311898817934026,6.8809615406779985
7,60,운영중,7842,7842,6496,0.8283601122162714,17.271463131401198,pass,6.181021417007509,7.4167248359551
7,60,운영외,5458,5458,4261,0.7806888970318798,11.4509375136507,pass,4.063152130148343,6.111182177987808
7,60,평일,13300,13300,10757,0.808796992481203,14.882859460598022,pass,5.311898817934026,6.8809615406779985
7,60,주말,0,0,0,,,unavailable,,
7,60,운영중·평일,7842,7842,6496,0.8283601122162714,17.271463131401198,pass,6.181021417007509,7.4167248359551
7,60,운영중·주말,0,0,0,,,unavailable,,
7,60,운영외·평일,5458,5458,4261,0.7806888970318798,11.4509375136507,pass,4.063152130148343,6.111182177987808
7,60,운영외·주말,0,0,0,,,unavailable,,
7,120,전체,12722,12722,10332,0.8121364565319918,20.61156788545232,pass,6.26080293108425,11.510771270917243
7,120,운영중,7626,7626,6433,0.8435615001311303,23.041045670577752,fail,6.587208057668514,11.790285755848954
7,120,운영외,5096,5096,3899,0.7651098901098901,16.97593256571791,fail,5.772348163554502,11.092486839581044
7,120,평일,12722,12722,10332,0.8121364565319918,20.61156788545232,pass,6.26080293108425,11.510771270917243
7,120,주말,0,0,0,,,unavailable,,
7,120,운영중·평일,7626,7626,6433,0.8435615001311303,23.041045670577752,fail,6.587208057668514,11.790285755848954
7,120,운영중·주말,0,0,0,,,unavailable,,
7,120,운영외·평일,5096,5096,3899,0.7651098901098901,16.97593256571791,fail,5.772348163554502,11.092486839581044
7,120,운영외·주말,0,0,0,,,unavailable,,
7,240,전체,11265,11265,9172,0.8142032845095428,25.235389300717653,pass,6.660823995644419,17.709160720425015
7,240,운영중,7010,7010,5957,0.8497860199714693,27.167452961928394,fail,6.916765133820624,17.902440773887566
7,240,운영외,4255,4255,3215,0.7555816686251469,22.05236550163721,fail,6.239167737450481,17.390736942570136
7,240,평일,11265,11265,9172,0.8142032845095428,25.235389300717653,pass,6.660823995644419,17.709160720425015
7,240,주말,0,0,0,,,unavailable,,
7,240,운영중·평일,7010,7010,5957,0.8497860199714693,27.167452961928394,fail,6.916765133820624,17.902440773887566
7,240,운영중·주말,0,0,0,,,unavailable,,
7,240,운영외·평일,4255,4255,3215,0.7555816686251469,22.05236550163721,fail,6.239167737450481,17.390736942570136
7,240,운영외·주말,0,0,0,,,unavailable,,
7,360,전체,9644,9644,7837,0.8126296142679386,27.281532007219646,pass,7.393818100193044,23.993886705326542
7,360,운영중,5864,5864,4813,0.8207708049113234,27.426977557092027,pass,7.265641844441675,24.17835430163626
7,360,운영외,3780,3780,3024,0.8,27.055899016623965,pass,7.592660841919504,23.707717926289458
7,360,평일,9644,9644,7837,0.8126296142679386,27.281532007219646,pass,7.393818100193044,23.993886705326542
7,360,주말,0,0,0,,,unavailable,,
7,360,운영중·평일,5864,5864,4813,0.8207708049113234,27.426977557092027,pass,7.265641844441675,24.17835430163626
7,360,운영중·주말,0,0,0,,,unavailable,,
7,360,운영외·평일,3780,3780,3024,0.8,27.055899016623965,pass,7.592660841919504,23.707717926289458
7,360,운영외·주말,0,0,0,,,unavailable,,
8,15,전체,14768,14768,12121,0.820761105092091,6.861207956750696,pass,2.2810734537929074,2.3705853925888927
8,15,운영중,7698,7698,6281,0.8159262146011951,9.139523698843314,pass,3.075621126681558,3.1373422240776123
8,15,운영외,7070,7070,5840,0.826025459688826,4.380518482545748,pass,1.4159492690833129,1.5357205992649656
