prk_center_id,name,cells,la,lo
30000-29392-20276-00-1,더존 아카데미,48,37.3998775111,126.9216564833
30000-29392-20305-00-1,,14,37.3694232393,126.9575927509
30000-29392-20307-00-1,안양시 호계동 웰빙센터,31,37.3698700522,126.9573260695
30000-29392-20315-00-1,,25,37.3993161291,126.9229581149
30000-29392-20320-00-1,,19,37.3998096406,126.9225781351
30000-29392-20323-00-1,,14,37.3984618465,126.9227828079
30000-29392-20328-00-1,,42,37.3975422655,126.9219615811
30000-29392-20329-00-1,,34,37.3971815491,126.9214966633
30000-29392-20438-00-1,안양남부새마을금고,141,37.3727644767,126.9582501963
30000-29392-20542-00-1,,49,37.3711250993,126.9596600453
30000-29392-20562-00-1,,13,37.3952951381,126.9193077481
30000-29392-20679-00-1,,13,37.3970565244,126.9178377083
30000-29392-20822-00-1,PROJECT 240 TOWER,53,37.3999447991,126.9198810111
30000-29392-21371-00-1,,12,37.3991939399,126.918115461
30000-29392-21632-00-1,,24,37.4132215836,126.9090228087
30000-29392-21851-00-1,,96,37.3980331026,126.9714542391
30000-29392-21883-00-1,,25,37.3835055309,126.96070126
30004-29391-00157-00-1,베아르시,28,,
30016-29391-00223-00-1,,14,37.3765513932,126.9555248528
30016-29392-00217-00-1,,52,37.3939370933,126.925877216
30016-29392-00218-00-1,그라하씨티,14,37.3980737515,126.9245585641
30016-29392-00220-00-1,원평 노블레스,39,37.3965324381,126.9265206424
30018-29391-00023-00-1,,30,37.3731308819,126.9549443141
30018-29391-00045-00-1,우리은행 안양중앙지점,13,37.3961662981,126.9231736538
30018-29391-00048-00-1,벽산,133,37.3967606422,126.9226671015
30018-29391-00053-00-1,,37,37.4007708786,126.9209869466
30018-29391-00060-00-1,신탁은행,12,37.3988612854,126.921847276
30018-29392-00036-00-1,,76,37.3709476969,126.9573751332
30018-29392-00059-00-1,,44,37.3991745652,126.9214313392
30019-29391-00068-00-1,,60,37.3842840647,126.9511617441
30019-29391-00077-00-1,.,2,37.3821462118,126.949672687
30019-29391-00105-00-1,,11,37.3971909064,126.9248033885
30019-29391-00128-00-1,,15,37.3728578399,126.9572882496
30057-29391-00001-00-1,안양카센터,2,37.3695280501,126.9584145564
30057-29391-00005-00-1,안양5동사무소,12,37.3943410906,126.9208401106
30057-29391-00008-00-1,만안노인복지회관,8,37.3937288236,126.9214821954
30057-29391-00021-00-1,명성카센타,1,37.3685045148,126.9585009192
30058-29391-00002-00-1,,12,37.3988333114,126.9231573789
30058-29391-00003-00-1,,24,37.3983425238,126.9221911422
30058-29391-00010-00-1,,11,37.3977656888,126.9219161752
30058-29391-00015-00-1,광진신세대 다동,6,37.3687130091,126.9569790167
30058-29391-00017-00-1,,12,37.3674007211,126.9559095661
30058-29391-00026-00-1,안양대우디오슈페리움,278,37.3659381333,126.9577708178
30058-29391-00033-00-1,진명목재,2,37.3742887751,126.9575854959
30058-29391-00050-00-1,,12,37.4031773005,126.919348992
30058-29391-00058-00-1,,17,37.4024191247,126.9174388127
30058-29391-00075-00-1,청와프레미어,5,37.4016912139,126.9176022473
30058-29391-00076-00-1,에버그린,32,37.4019223141,126.9182344697
30058-29391-00081-00-1,가동,5,37.4002930691,126.9179471145
30058-29391-00105-00-1,,38,37.4014396446,126.9186370652
30058-29391-00110-00-1,스위트홈,6,37.371399287,126.9604772675
30058-29391-00117-00-1,윤충선 건물,7,37.3698415975,126.9583872888
30058-29392-00004-00-1,,11,37.3995680871,126.92245641
30058-29392-00007-00-1,PROJECT 500 TOWER,149,37.3997432209,126.9202516648
30058-29392-00031-00-1,온누리베일리,19,37.3988418395,126.9197195553
30058-29392-00106-00-1,교보생명안양영업국,92,37.4011947068,126.9188406237
30058-29392-00114-00-1,,12,37.3711534464,126.9582601208
30059-29391-00001-00-1,,19,37.3701091574,126.9511980289
30059-29391-00002-00-1,동국철강,5,37.3687651669,126.952029787
30066-29391-00017-00-1,,14,37.393464139,126.9140201005
30067-29391-00023-00-1,안양시 율목종합사회복지관 행복나눔센터,2,37.3952644567,126.9166425848
30068-29391-00003-00-1,범계뉴코아,600,37.3891820394,126.9511901855
30068-29392-00005-00-1,,23,37.3910856537,126.9528015316
30068-29392-00007-00-1,THE HUB,17,37.3914356499,126.953813132
30071-29391-00019-00-1,안양동 873-175 (구선회),6,37.4006173046,126.9177570217
30074-29391-00003-00-1,환경미화원복지회관,2,37.4053927421,126.9177969812
30074-29391-00004-00-1,,14,37.4046570116,126.9170839654
30074-29391-00006-00-1,MG안양북부,11,37.4041923352,126.917441385
30075-29391-00006-00-1,안양구분소,4,37.4106457292,126.9153017106
30075-29391-00029-00-1,우림연립,6,37.4039853135,126.915196263
30075-29391-00047-00-1,중앙정형외과,9,37.4078764805,126.9134840585
30075-29391-00067-00-1,,14,37.4052073904,126.9156060126
30076-29391-00013-00-1,베아누체,11,37.4033858025,126.9134937396
30076-29391-00015-00-1,,17,37.403393665,126.9143927667
30076-29391-00044-00-1,임순임씨건물,2,37.4062150066,126.9185686505
30079-29391-00007-00-1,해동3차,6,37.4139974398,126.9103050977
30080-29391-00007-00-1,,14,37.4154614058,126.9112477172
30083-29391-00002-00-1,,14,37.3888421695,126.9072319673
30083-29391-00011-00-1,52사단간부숙소,45,37.3849181259,126.8994094291
30083-29391-00033-00-1,행운아트홀,16,37.3836185988,126.9012494142
30083-29391-00063-00-1,안양8동 다목적 복지회관,4,37.377844644,126.9381139936
30083-29391-00122-00-1,.,4,37.4199518355,126.9266604418
30083-29391-00131-00-1,,13,37.4193160543,126.9301947058
30083-29391-00157-00-1,,16,37.4130667092,126.9091540281
30083-29391-00158-00-1,,12,37.4146622816,126.9078191595
30083-29391-00160-00-1,삼화연립,5,37.4134180903,126.9068176058
30084-29391-00015-00-1,영원 해밀리지,12,37.4129349127,126.906524512
30086-29391-00027-00-1,동신벨로스,77,37.4092432155,126.9097188923
30087-29391-00037-00-1,,16,37.4184388585,126.9118994113
30089-29391-00005-00-1,서광사,3,37.4216792042,126.9172821057
30089-29391-00008-00-1,,34,37.4194150537,126.9065435706
30089-29391-00009-00-1,개성하이뷰 제1동,31,37.4195453624,126.9072573695
30106-29391-00001-00-1,제이앤제이,8,37.394015734,126.9193768777
30128-29391-00027-00-1,다스하임,8,,
30137-29391-00005-00-1,안양동 784-24 노유자시설,3,37.3979015339,126.91507663
30137-29391-00006-00-1,,15,37.3971914353,126.9149464267
30137-29391-00008-00-1,안양 미래엠피아,180,37.4042373572,126.9200210111
30152-29391-00011-00-1,그랜드지오,6,,
31009-29391-00127-00-1,디에스세미콘,64,37.400010485,126.9666377619
31065-29391-00175-00-1,평촌 이편한세상,486,37.3956808568,126.9770746622
31075-29391-00020-00-1,베아누체,24,37.38257863,126.9495007702
31156-29391-00004-00-1,제나시티,22,37.3874749922,126.9319270762
31214-29391-00178-00-1,BMW 삼천리모터스 안양지점,43,,
31261-29391-00054-00-1,주공뜨란채,1115,37.4003631814,126.9258799224
31407-29391-00165-00-1,그라시아,10,,
31436-29391-00083-00-1,프라임벨루체,22,,
31523-29391-00002-00-1,대덕엠티아이,15,37.3909665985,126.9370642928
31529-29391-00031-00-1,안양 국제 유통단지,3342,37.3716052345,126.9521137801
31555-29391-00173-00-1,웰링턴뷰,72,,
31730-29391-00001-00-1,더 퍼스트힐 A,8,,
31758-29391-00026-00-1,SK 석수동주유소,10,37.4200932872,126.907392257
31812-29391-00077-00-1,아르젠뷰,8,37.4054918163,126.9649772636
31911-29391-00032-00-1,주연퍼스티지,22,37.4030438651,126.9624394277
31931-29391-00108-00-1,삼성원시티,22,,
31993-29391-00107-00-1,U-포그니,29,,
32164-29391-00145-00-1,안차랑 THE CLASS C동,12,,
32204-29391-00078-00-1,이룸라테라스,8,,
32288-29391-00052-00-1,석수동 324-19 (변금자),3,,
32525-29391-00014-00-1,,15,37.4191651707,126.8924138551
32533-29391-00010-00-1,퍼스트 프리미엄 A,12,37.4048101639,126.9196634917
32752-29391-00012-00-1,석수동 서조마을,247,,
33198-29391-00005-00-1,,16,37.4140187677,126.9053031952
34016-29391-00009-00-1,베아누체,19,37.4052850391,126.9184024952
34209-29391-00029-00-1,미섬시스텍,38,37.3983996668,126.9673838587
34362-29391-00014-00-1,한마음선원,86,37.4216367534,126.9085788178
34552-29391-00074-00-1,신호안차랑17차,8,,
34893-29391-00021-00-1,,15,37.3830160329,126.9371838517
35011-29391-00092-00-1,아랑,8,,
36044-29391-00083-00-1,원평노블레스12차,60,,
36316-29391-00112-00-1,,14,37.4169292827,126.9176352608
36370-29391-00168-00-1,설원복지재단,28,,
36622-29391-00025-00-1,,12,,
36679-29391-00112-00-1,안양 센트럴 헤센,654,,
36759-29391-00111-00-1,,15,,
37119-29391-00004-00-1,신일해피트리,82,37.4025144377,126.9636323694
37216-29391-00035-00-1,6번길 하이츠,10,37.4095976525,126.9113540343
37327-29391-00010-00-1,일진기계,18,37.3859766509,126.94038374
37522-29391-00036-00-1,M카페,4,,
38125-29391-00152-00-1,석수 코오롱하늘채,726,37.4085849715,126.8980223705
38183-29391-00039-00-1,안양박달119안전센터,6,,
38187-29391-00110-00-1,안차랑 THE CLASS,28,,
38201-29391-00018-00-1,안양우편집중국,158,37.3914224345,126.9569976618
38615-29392-00043-00-1,,18,,
38805-29391-00004-00-1,우석펠리스6차,8,,
38846-29391-00014-00-1,평촌대성유니드,227,,
39060-29391-00040-00-1,신호안차랑20차,20,,
39133-29391-00032-00-1,안양 블루몬테,28,37.4207573208,126.9295833282
39203-29391-00059-00-1,,11,,
39232-29391-00119-00-1,안양복지관,21,37.4206891906,126.9188783341
39302-29392-00061-00-1,원평 노블레스 6차,78,37.3918796749,126.9267058672
39660-29391-00171-00-1,베아누체7차,32,37.3914371687,126.9073010424
39827-29391-00103-00-1,브라운스톤 하나마을,402,37.3994573341,126.8997785075
39842-29391-00031-00-1,어반휴플러스,34,37.3793177606,126.9515036891
39855-29391-00531-00-1,청담밸리체3,23,,
39909-29391-00272-00-1,,85,37.4079543767,126.9218333135
39915-29391-00158-00-1,,270,37.4075915498,126.9507987311
40015-29391-00027-00-1,,54,37.3953758631,126.9562952235
40053-29391-00063-00-1,원평 노블레스 5차,38,37.4039275864,126.9202878906
40141-29391-00057-00-1,로체그랑,8,,
41001-29391-00262-00-1,대흥양행 평촌 주건축물제1동,6,,
41492-29391-00014-00-1,,19,37.4033071674,126.9529384355
41560-29391-00029-00-1,노블리앙비씨 4차,6,,
42186-29391-00047-00-1,평촌디지털엠파이어,425,,
42250-29391-00119-00-1,영원해밀리지6차,6,37.4038984745,126.9535389332
42264-29391-00023-00-1,신호안차랑 7차,8,37.4043386912,126.9154443451
42653-29391-00043-00-1,서정 플레이스 (Seo Jeong Place),8,,
42829-29391-00022-00-1,디스퀘어큐브,100,,
42934-29391-00024-00-1,신호안차랑 6차,8,37.4017928917,126.9136220656
43018-29391-00017-00-1,서진주유소,3,,
44431-29391-00044-00-1,관양스카이뷰,10,,
44900-29391-00128-00-1,,16,37.4193209341,126.9207821938
44962-29391-00058-00-1,청아람,8,37.413764355,126.907165093
44962-29391-00064-00-1,다미안1동,14,37.4126298343,126.9081424511
44962-29391-00072-00-1,다미안2동,14,37.4124497464,126.9082917754
44962-29391-00074-00-1,예다음,12,37.4119045077,126.9069821388
44962-29391-00078-00-1,해든누리,20,37.4122724743,126.9074289957
44962-29391-00080-00-1,펠리체,8,37.4127625185,126.9072883244
44962-29391-00083-00-1,사랑채,8,37.4126220021,126.9073427174
44963-29391-00029-00-1,101,6,37.401312842,126.9176839792
44963-29391-00036-00-1,원평노블레스,8,37.4010871452,126.9145218843
44963-29392-00094-00-1,라움한스2,46,,
44965-29391-00016-00-1,미소지움,11,37.4002040145,126.9143421842
44965-29391-00037-00-1,김광수씨 건물,6,37.4003963869,126.9162348353
44965-29391-00096-00-1,계현하이츠,6,37.3931637308,126.9075609113
44965-29391-00150-00-1,안양동근린시설,2,37.3902922318,126.9087975736
44965-29391-00162-00-1,한빛터,9,37.3827824234,126.9012188949
44965-29391-00163-00-1,해피펠리스,11,37.3826453207,126.9010429303
44965-29391-00168-00-1,묘정사연화회,3,37.3817585895,126.900895052
44965-29391-00171-00-1,창박로 57(이명희),4,37.3839965783,126.9007114425
44965-29391-00177-00-1,병목안배수지,4,37.3831010082,126.9029392832
44965-29391-00227-00-1,안양유원지 음식점,8,37.4179033867,126.9190891965
44965-29391-00245-00-1,대성사,2,37.4171926815,126.9234458901
44967-29391-00018-00-1,해피투게더,5,37.4183244357,126.9083523923
44967-29391-00033-00-1,관악 Lashile,5,37.4177756331,126.9070923624
44967-29391-00035-00-1,,12,37.4170658935,126.9074276149
44967-29391-00038-00-1,휴드림,5,37.4146282997,126.9104986385
44968-29391-00062-00-1,우정식당,6,37.418056281,126.9330516623
44968-29391-00065-00-1,,15,37.4012386921,126.9254318137
44968-29391-00067-00-1,안양1동사무소,20,37.399134226,126.9259398605
44968-29391-00070-00-1,,23,,
44968-29391-00090-00-1,포레스트9,8,37.4239024035,126.9115947562
44968-29391-00130-00-1,삼막마을다목적복지회관,5,37.425234376,126.9144085779
44968-29391-00155-00-1,로체그랑,16,37.4183918261,126.9166214769
44985-29391-00075-00-1,아트리움,11,,
45012-29391-00133-00-1,프라임힐,18,37.3967911794,126.9253187684
45012-29391-00135-00-1,,17,37.3965492556,126.9246097831
45012-29391-00136-00-1,,12,37.3782446845,126.9538663849
45012-29391-00140-00-1,안양시호남향우회 회관,6,37.3774090032,126.9550862739
45013-29391-00189-00-1,유림에이스,11,37.3837655675,126.930530286
45013-29391-00206-00-1,파인힐,6,37.3832271958,126.9282499199
45013-29391-00211-00-1,"수원지방법원 안양,안산지원 독신자숙소",40,37.3821718248,126.9292942362
45013-29391-00214-00-1,안양농협 안일지점,6,37.395155714,126.926580711
46019-29391-00064-00-1,에코하임,15,37.4055189426,126.9501766164
46029-29391-00074-00-1,,22,37.3882125176,126.9738744828
46045-29391-00042-00-1,,41,,
46056-29391-00137-00-1,청명에이스,38,,
46208-29391-00135-00-1,석수마이바움,8,37.4146971523,126.9109955859
46701-29391-00159-00-1,신호안차랑8차,10,37.39254561,126.9098699178
46719-29391-00178-00-1,,12,37.4061064429,126.8873001599
47006-29391-00095-00-1,나린하우징6차,8,,
47023-29391-00063-00-1,감나무집,2,37.4252471456,126.9171561655
47209-29391-00089-00-1,FULL HOUSE,8,37.4030916831,126.9656108661
50331-29391-00027-00-1,정보통신연구동,816,37.3729284093,126.9532870842
50341-29391-00020-00-1,,47,37.3792709397,126.9241438356
50367-29391-00024-00-1,로체그랑,3,,
50508-29391-00092-00-1,,49,37.3861777252,126.9463321237
50509-29391-00072-00-1,,16,37.406657943,126.9180395691
50539-29391-00042-00-1,,27,37.3966491735,126.9716219065
50600-29391-00466-00-1,그랑메종,8,,
50652-29391-00123-00-1,),8,,
50875-29391-00745-00-1,,12,37.4026832775,126.9618794094
50985-29391-00002-00-1,,13,37.3862053164,126.9436627113
51162-29391-00080-00-1,,20,37.3931202844,126.969662792
51735-29391-00014-00-1,삼막뜰,6,,
51791-29391-00031-00-1,,26,37.3871465954,126.9376953205
52003-29391-00026-00-1,최동근차량검사장,6,37.3827619217,126.9483037662
52061-29391-00097-00-1,구외직업훈련장,15,37.3716492353,126.9644646464
52063-29391-00060-00-1,수자인,20,37.4069153747,126.9647958817
52248-29391-00022-00-1,안차랑12차,12,,
52413-29391-00035-00-1,가야에이스9차,12,,
52532-29391-00080-00-1,청담벨리체,12,37.4165451439,126.9098095365
52703-29391-00084-00-1,로체 그랑,6,37.4166536544,126.9103200044
53040-29391-00037-00-1,편안한집,7,,
53057-29391-00017-00-1,풍경채,12,37.3919154385,126.9059408123
53227-29391-00006-00-1,에디스,20,37.4019618363,126.9130119844
53329-29391-00145-00-1,안양퍼스트프리미엄B,11,37.4046732825,126.9197720661
54002-29391-00312-00-1,,56,,
54065-29391-00091-00-1,신호안차랑16차,8,,
54093-29391-00006-00-1,세전사,19,37.3849087102,126.9381849716
54347-29391-00098-00-1,로체그랑,13,,
54509-29391-00010-00-1,이룸렉스힐,28,,
54520-29391-00061-00-1,,11,,
54540-29391-00035-00-1,영원해밀리지7차,14,37.4038691781,126.9523733592
54571-29391-00013-00-1,휴리움,19,,
54601-29391-00031-00-1,예다인,12,37.4017546453,126.9106539996
54803-29391-00026-00-1,평촌자이엘라,428,,
54846-29391-00042-00-1,새안양주유소,3,37.3956553101,126.9754890954
54846-29391-00044-00-1,,39,37.3776972657,126.9549144853
54869-29391-00126-00-1,샤르망,8,,
55003-29391-00017-00-1,좋은집,20,37.411379934,126.9189787389
55072-29391-00101-00-1,미담채,8,,
55126-29391-00092-00-1,,155,37.4049892485,126.8873741191
55319-29391-00224-00-1,넥센타이어 안양  석수점,2,37.4297212278,126.9047094616
55331-29391-00058-00-1,삼성산터널 시점부 전기실,4,,
55364-29391-00077-00-1,,22,37.3827330994,126.927699374
55766-29391-00039-00-1,,28,37.3875599665,126.9083266173
55771-29391-00028-00-1,,36,37.4031521684,126.9630131286
56013-29391-00013-00-1,제이디바움,15,37.4160409315,126.9102800682
56138-29391-00005-00-1,노블리앙비씨,8,37.3952924471,126.9262237122
56189-29391-00068-00-1,그랑뷰Villa,8,,
57126-29391-00011-00-1,세봉자동차공업사,7,37.4010900016,126.9610489721
57346-29391-00009-00-1,,270,37.4082835875,126.9509293024
57907-29391-00015-00-1,덕영,7,,
58132-29391-00054-00-1,꿈에그린,8,37.4039818616,126.9154086037
58160-29391-00014-00-1,호계 금정역 SK V1 center,430,,
58208-29391-00113-00-1,안양본당 부속동,4,,
58242-29391-00054-00-1,스타25,5,,
58557-29391-00004-00-1,마이바움,8,,
58559-29391-00022-00-1,,22,37.405197352,126.9687995264
58604-29391-00047-00-1,골든클래스,8,37.4031087749,126.9525184085
58674-29391-00126-00-1,이화,6,37.3992535475,126.9326121223
58824-29391-00063-00-1,,32,,
58918-29391-00012-00-1,동편마을,1173,37.4130834836,126.9703731608
59049-29391-00036-00-1,.,3,37.379692281,126.9357413927
59227-29391-00053-00-1,만안택시쉼터,1,,
59455-29391-00052-00-1,B&G,18,,
59538-29391-00036-00-1,하늘채,11,,
59619-29391-00202-00-1,관양그랜드지오,24,,
59621-29391-00064-00-1,베아누체,8,,
59715-29391-00019-00-1,동서아리따움,21,37.3912105666,126.9078840194
59747-29391-00030-00-1,신호안차랑 10차,14,,
61075-29391-00044-00-1,꿈에그린5차,10,,
61111-29391-00036-00-1,,11,37.408892824,126.8840158464
61122-29391-00115-00-1,한진주유소,3,37.3946021307,126.9289482859
61492-29391-00028-00-1,GS 금성주유소,6,37.3961215361,126.9661470963
61639-29391-00062-00-1,팰리세이드,20,,
61688-29391-00017-00-1,안양시노인종합복지관,17,,
62415-29392-00100-00-1,카토릭복지센터,39,37.3968709339,126.920503164
63036-29391-00161-00-1,알파돔,71,37.3888869414,126.9304578073
63083-29391-00032-00-1,영원해밀리지5차,8,37.3876142182,126.973784354
63114-29391-00046-00-1,,20,37.3942405888,126.9214590755
63240-29391-00183-00-1,미담채,8,,
63247-29391-00128-00-1,조양위너스,7,,
63300-29391-00061-00-1,,197,,
63336-29391-00077-00-1,햇살마을,8,37.3868962708,126.9284270949
63343-29391-00010-00-1,,13,37.4074055499,126.892941208
63343-29391-00014-00-1,,20,37.3854457683,126.9456190078
63357-29391-00104-00-1,덕천디스퀘어,29,,
63500-29391-00071-00-1,로체그랑,11,,
63537-29391-00081-00-1,,19,,
63556-29391-00038-00-1,벨라지오,8,,
63569-29391-00203-00-1,시그니처,47,,
63615-29391-00050-00-1,,23,37.4188586768,126.8922516204
63624-29391-00181-00-1,안양시노인종합복지관,17,,
63625-29391-00096-00-1,,15,37.4141704847,126.9204442187
63626-29391-00056-00-1,석수2차e-편한세상,238,37.4315556844,126.9046935779
63626-29391-00104-00-1,안양 YMCA 회관,13,,
63632-29391-00064-00-1,신호안차랑9차,8,37.4023079044,126.9131154916
63632-29391-00066-00-1,어반케슬,8,37.4314627474,126.9056518203
63634-29391-00064-00-1,베네치아,13,37.40234084,126.9617259808
10049-29391-00666-00-1,삼성원시티,33,,
10068-29391-00201-00-1,00부대 독신숙소,35,,
10126-29391-00070-00-1,신호안차랑 11차,8,,
10253-29391-00145-00-1,박달1차 한신휴플러스,179,37.4047345511,126.9051657916
10307-29391-00020-00-1,관악역 이안,339,37.4230421367,126.9083150101
10565-29391-00017-00-1,커뮤니티뷰,14,37.4052944915,126.916455277
10802-29391-00129-00-1,아트리움,7,,
10804-29391-00160-00-1,,11,37.4057032175,126.9512969359
10808-29391-00197-00-1,연리지,5,,
10809-29391-00232-00-1,미담채,10,,
10839-29391-00374-00-1,안양 센트럴 헤센 2차,690,,
10846-29391-00330-00-1,아트리움,7,,
10863-29392-00534-00-1,블루오션,72,,
10864-29391-00281-00-1,삼성산터널 종점부 전기실,4,,
10866-29391-00141-00-1,위너스,8,,
