lae_id,pkplc_id,n_obs,first_ts,last_ts,median_gap_min,p90_gap_min
31010,00024,123,2026-09-04 09:45:19.483400+09:00,2026-09-05 00:00:00+09:00,5.0,5.0
31010,00026,123,2026-09-04 09:45:19.483400+09:00,2026-09-05 00:00:00+09:00,5.0,5.0
31010,00028,123,2026-09-04 09:45:19.483400+09:00,2026-09-05 00:00:00+09:00,5.0,5.0
31010,00030,123,2026-09-04 09:45:19.483400+09:00,2026-09-05 00:00:00+09:00,5.0,5.0
31010,00031,123,2026-09-04 09:45:19.483400+09:00,2026-09-05 00:00:00+09:00,5.0,5.0
31010,00032,123,2026-09-04 09:45:19.483400+09:00,2026-09-05 00:00:00+09:00,5.0,5.0
31010,00033,123,2026-09-04 09:45:19.483400+09:00,2026-09-05 00:00:00+09:00,5.0,5.0
31010,00034,123,2026-09-04 09:45:19.483400+09:00,2026-09-05 00:00:00+09:00,5.0,5.0
31010,00035,123,2026-09-04 09:45:19.483400+09:00,2026-09-05 00:00:00+09:00,5.0,5.0
31010,00038,123,2026-09-04 09:45:19.483400+09:00,2026-09-05 00:00:00+09:00,5.0,5.0
31010,00039,123,2026-09-04 09:45:19.483400+09:00,2026-09-05 00:00:00+09:00,5.0,5.0
31010,00040,123,2026-09-04 09:45:19.483400+09:00,2026-09-05 00:00:00+09:00,5.0,5.0
31010,00041,123,2026-09-04 09:45:19.483400+09:00,2026-09-05 00:00:00+09:00,5.0,5.0
31010,00042,123,2026-09-04 09:45:19.483400+09:00,2026-09-05 00:00:00+09:00,5.0,5.0
31010,00043,123,2026-09-04 09:45:19.483400+09:00,2026-09-05 00:00:00+09:00,5.0,5.0
31010,00044,123,2026-09-04 09:45:19.483400+09:00,2026-09-05 00:00:00+09:00,5.0,5.0
31010,00046,123,2026-09-04 09:45:19.483400+09:00,2026-09-05 00:00:00+09:00,5.0,5.0
31010,00047,123,2026-09-04 09:45:19.483400+09:00,2026-09-05 00:00:00+09:00,5.0,5.0
31010,00048,123,2026-09-04 09:45:19.483400+09:00,2026-09-05 00:00:00+09:00,5.0,5.0
31010,00049,123,2026-09-04 09:45:19.483400+09:00,2026-09-05 00:00:00+09:00,5.0,5.0
31010,00050,123,2026-09-04 09:45:19.483400+09:00,2026-09-05 00:00:00+09:00,5.0,5.0
31010,00051,123,2026-09-04 09:45:19.483400+09:00,2026-09-05 00:00:00+09:00,5.0,5.0
31010,00052,123,2026-09-04 09:45:19.483400+09:00,2026-09-05 00:00:00+09:00,5.0,5.0
31010,00053,123,2026-09-04 09:45:19.483400+09:00,2026-09-05 00:00:00+09:00,5.0,5.0
31010,00054,123,2026-09-04 09:45:19.483400+09:00,2026-09-05 00:00:00+09:00,5.0,5.0
31010,00055,123,2026-09-04 09:45:19.483400+09:00,2026-09-05 00:00:00+09:00,5.0,5.0
31010,00056,123,2026-09-04 09:45:19.483400+09:00,2026-09-05 00:00:00+09:00,5.0,5.0
31010,00057,123,2026-09-04 09:45:19.483400+09:00,2026-09-05 00:00:00+09:00,5.0,5.0
31010,00058,123,2026-09-04 09:45:19.483400+09:00,2026-09-05 00:00:00+09:00,5.0,5.0
