prk_center_id,name,cells,la,lo,klass,confidence,b_sig,p_sig,std_match
14009-29391-00028-00-1,,2,37.4081966707,126.9716717682,부설,0.9,False,False,False
14009-29391-00029-00-1,,6,37.4080741212,126.9716266339,부설,0.9,False,False,False
14009-29391-00030-00-1,,6,37.4079515727,126.9715860177,부설,0.9,False,False,False
14009-29391-00031-00-1,,5,37.4078290263,126.9715544377,부설,0.9,False,False,False
14009-29391-00032-00-1,,6,37.407702877,126.9715273772,부설,0.9,False,False,False
14009-29391-00033-00-1,,6,37.4075767309,126.9715138709,부설,0.9,False,False,False
14009-29391-00034-00-1,,6,37.4074505859,126.9715048826,부설,0.9,False,False,False
14009-29391-00035-00-1,,6,37.4073244409,126.9714958944,부설,0.9,False,False,False
14009-29391-00036-00-1,관양동다가구주택,6,37.407198297,126.9714914242,부설,0.9,True,False,False
14009-29391-00037-00-1,,5,37.407072152,126.971482436,부설,0.9,False,False,False
14009-29391-00038-00-1,,6,37.4069460081,126.9714779658,부설,0.9,False,False,False
14009-29391-00039-00-1,관양동 관양지구 A22-1 다가구주택,6,37.4071334897,126.9717670464,부설,0.9,True,False,False
14009-29391-00040-00-1,,7,37.4071299275,126.9719432496,부설,0.9,False,False,False
14009-29391-00041-00-1,,6,37.40712276,126.9721149361,부설,0.9,False,False,False
14009-29391-00042-00-1,,6,37.4071300149,126.9723137251,부설,0.9,False,False,False
14009-29391-00043-00-1,,6,37.4070038636,126.9722776277,부설,0.9,False,False,False
14009-29391-00044-00-1,,6,37.4069858039,126.9721104688,부설,0.9,False,False,False
14011-29391-00010-00-1,불암사,2,37.4094171753,126.9328153717,애매,0.3,False,False,False
14011-29391-00011-00-1,임곡중학교,48,37.4083172269,126.9315874401,부설,0.9,True,False,False
14011-29391-00012-00-1,,4,37.4091610592,126.9324180062,부설,0.9,False,False,False
14011-29391-00013-00-1,임곡주공프라자,34,37.4048621601,126.933777225,부설,0.9,True,False,False
14011-29391-00018-00-1,,5,37.4030882886,126.9326041706,부설,0.9,False,False,False
14011-29391-11013-00-1,,73,,,애매,0.3,False,False,False
14011-29391-11014-00-1,안양동  제2종근린생활시설 (권복자),3,,,부설,0.9,True,False,False
14012-29391-00001-00-1,,4,37.3810431648,126.958453363,부설,0.9,False,False,False
14012-29391-11013-00-1,안양영화예술고등학교,66,,,부설,0.9,True,False,False
14013-29391-00001-00-1,안양농협 평촌지소,4,37.3936045725,126.975435557,애매,0.3,False,False,False
14013-29391-00002-00-1,근화빌딩,8,37.3929882431,126.9752912094,부설,0.9,True,False,False
14013-29391-00003-00-1,오영준씨건물,14,37.3926169877,126.9751287148,애매,0.3,False,False,False
14013-29391-00004-00-1,오영준씨건물,14,37.3923034052,126.9750023395,애매,0.3,False,False,False
14013-29391-00005-00-1,청광 플러스원 아파트,45,37.3923719625,126.9753817539,부설,0.9,True,False,False
14013-29391-00006-00-1,'93-253,4,37.3924621672,126.975878607,애매,0.3,False,False,False
14013-29391-00007-00-1,평촌빌딩,8,37.3923251766,126.9757070009,부설,0.9,True,False,False
14013-29391-00008-00-1,,4,37.3920656626,126.9756122257,부설,0.9,False,False,False
14013-29391-00009-00-1,,3,37.3920115657,126.9754405939,부설,0.9,False,False,False
14013-29391-00010-00-1,,5,37.3894889887,126.9307373012,부설,0.9,False,False,False
14013-29391-00011-00-1,퍼스트힐,19,37.3892650241,126.9298702582,애매,0.3,False,False,False
14013-29391-00012-00-1,,5,37.3892144703,126.9297076962,부설,0.9,False,False,False
14013-29391-00013-00-1,,6,37.3890091872,126.9299608346,부설,0.9,False,False,False
14013-29391-00014-00-1,미도아파트,18,37.3890489818,126.9302137445,부설,0.9,True,False,False
14013-29391-00015-00-1,,2,37.389128511,126.9306201931,부설,0.9,False,False,False
14013-29391-00016-00-1,평촌근린생활시설,39,37.390205638,126.974135776,부설,0.9,True,False,False
14013-29391-00017-00-1,삼성전자디지탈센터,36,37.3899136898,126.974059088,애매,0.3,False,False,False
14013-29391-00018-00-1,강윤빌딩,3,37.3895712323,126.973747537,부설,0.9,True,False,False
14013-29391-00019-00-1,,8,37.3889873784,126.9737883927,부설,0.9,False,False,False
14013-29391-00020-00-1,,2,37.3880106914,126.9738881034,부설,0.9,False,False,False
14013-29391-00021-00-1,,5,37.3879493697,126.9736532488,부설,0.9,False,False,False
14013-29391-00022-00-1,,3,37.387837673,126.973788793,부설,0.9,False,False,False
14013-29391-00023-00-1,,6,37.3877944548,126.9739288299,부설,0.9,False,False,False
14013-29391-11013-00-1,,2,,,부설,0.9,False,False,False
14014-29391-00001-00-1,,20,37.3940444101,126.9761129949,애매,0.3,False,False,False
14014-29391-00002-00-1,다가구주택,1,37.3894061344,126.9308051314,부설,0.9,True,False,False
14014-29391-00003-00-1,신라아파트,34,37.3893626281,126.9303670293,부설,0.9,True,False,False
14015-29391-00001-00-1,평촌동 주민센터,22,37.3946897377,126.9771020675,비부설,0.9,False,True,False
14015-29391-00004-00-1,세리상사,13,37.3961019224,126.974106646,애매,0.3,False,False,False
14015-29391-00005-00-1,대동상가,15,37.3958352327,126.9741654629,부설,0.9,True,False,False
14015-29391-00006-00-1,평촌동 85-7 (플러스아울렛),8,37.3956046339,126.9744546495,애매,0.3,False,False,False
14015-29391-00007-00-1,노블레스의류타운 B동,7,37.3955830696,126.9747347295,부설,0.9,True,False,False
14015-29391-00008-00-1,노블레스의류타운C동,11,37.3955578986,126.975005776,부설,0.9,True,False,False
14015-29391-00009-00-1,노블레스의류타운D동,22,37.3953020738,126.9753175536,부설,0.9,True,False,False
14015-29391-00010-00-1,노블레스 의류타운 E동,12,37.3952803809,126.9749923163,부설,0.9,True,False,False
14015-29391-00011-00-1,노블레스의류타운F동,11,37.3953019497,126.9747303066,부설,0.9,True,False,False
14015-29391-00012-00-1,,10,37.3953235014,126.9743915029,부설,0.9,False,False,False
14015-29391-00013-00-1,,8,37.395341441,126.9740210792,부설,0.9,False,False,False
14015-29391-00014-00-1,우석빌딩,10,37.394375968,126.9760225451,부설,0.9,True,False,False
14015-29392-00002-00-1,재영빌딩,27,37.3961202794,126.975692224,부설,0.9,True,False,False
14016-29391-00001-00-1,,6,37.4057776839,126.9690839143,부설,0.9,False,False,False
14016-29391-00002-00-1,,7,37.4057308709,126.9692375425,부설,0.9,False,False,False
14016-29391-00003-00-1,,7,37.4056804548,126.9693956899,부설,0.9,False,False,False
14016-29391-00004-00-1,관양동 관양지구 A11 5 상가주택,6,37.4056300373,126.9695493192,부설,0.9,True,False,False
14016-29391-00005-00-1,,6,37.4055796196,126.9697029483,부설,0.9,False,False,False
14016-29391-00006-00-1,,5,37.4055292017,126.9698565771,부설,0.9,False,False,False
14016-29391-00007-00-1,(주)네비웍스 평촌공장 2,34,37.401495202,126.966054326,부설,0.9,True,False,False
14016-29391-00008-00-1,RFHIC(주) 평촌사옥,86,37.4009690536,126.9662217155,부설,0.9,True,False,False
14016-29391-00009-00-1,Doheon Bio Solution(DBS),40,37.400612275,126.9663122277,애매,0.3,False,False,False
14016-29391-00010-00-1,마빌르스위트아파트,38,37.3917271384,126.9307533103,부설,0.9,True,False,False
14016-29391-00011-00-1,,2,37.3914567312,126.930581911,부설,0.9,False,False,False
14016-29391-00012-00-1,,8,37.391889544,126.9311325956,부설,0.9,False,False,False
14016-29391-00013-00-1,,3,37.3914312232,126.930107644,부설,0.9,False,False,False
14016-29391-00014-00-1,이즈미디어,60,37.3981330005,126.9675149805,애매,0.3,False,False,False
14016-29391-00015-00-1,,1,37.3937416985,126.9762711927,부설,0.9,False,False,False
14016-29391-00016-00-1,벌말도서관,4,37.393831826,126.9763976458,비부설,0.9,False,True,False
14016-29391-00017-00-1,,1,37.3940192603,126.976506,부설,0.9,False,False,False
14016-29391-00019-00-1,대광빌딩,8,37.3936195383,126.9782407235,부설,0.9,True,False,False
14016-29391-00020-00-1,,4,37.393655618,126.9784530208,부설,0.9,False,False,False
14016-29391-00021-00-1,,1,37.3811706889,126.9306501071,부설,0.9,False,False,False
14016-29391-00022-00-1,,5,37.3813150113,126.9309209609,부설,0.9,False,False,False
14016-29391-00023-00-1,대안탐스빌산마루아파트,65,37.3804459148,126.9300546106,부설,0.9,True,False,False
14016-29391-00024-00-1,다가구주택,1,37.3806619731,126.9297382615,부설,0.9,True,False,False
14016-29391-00025-00-1,평촌 메가타운,25,37.3949490483,126.9761714323,부설,0.9,True,False,False
14017-29391-00001-00-1,,1,37.3919431609,126.9303736766,부설,0.9,False,False,False
14017-29391-00002-00-1,(주)태성산업,85,37.3976210181,126.9667878961,부설,0.9,True,False,False
14017-29391-00003-00-1,지하주차장,165,37.3984636052,126.9641538365,비부설,0.9,False,False,True
14017-29391-00004-00-1,엘지유플러스평촌메가센터,349,37.397969911,126.964370909,애매,0.3,False,False,False
14017-29391-00005-00-1,주식회사 프로텍 본사,210,37.3971122696,126.9648095022,부설,0.9,True,False,False
14017-29391-00006-00-1,안양창업지원센터,151,37.3982110152,126.9631646332,애매,0.3,False,False,False
14017-29391-00007-00-1,글로텍디지털센터,140,37.3973713946,126.9635896806,애매,0.3,False,False,False
14017-29391-00008-00-1,네온테크,102,37.3965425805,126.9640011612,애매,0.3,False,False,False
14017-29391-00009-00-1,금강스마트빌딩,282,37.3961030849,126.964674454,부설,0.9,True,False,False
14017-29391-00010-00-1,평촌 오비즈타워,1164,37.3996834732,126.9702338751,부설,0.9,True,False,False
14017-29391-00012-00-1,,2,37.3929927553,126.9801064862,부설,0.9,False,False,False
14017-29391-00014-00-1,,5,37.3923653457,126.978408219,부설,0.9,False,False,False
14017-29391-00015-00-1,,3,37.3923329295,126.978521156,부설,0.9,False,False,False
14017-29391-00016-00-1,,8,37.3922284256,126.9786024936,부설,0.9,False,False,False
14017-29391-00017-00-1,'92-222호,5,37.3923976235,126.9775544758,애매,0.3,False,False,False
14017-29391-00018-00-1,진우빌딩,3,37.3922355711,126.9782591919,부설,0.9,True,False,False
14017-29391-00019-00-1,,5,37.391940054,126.9783586531,부설,0.9,False,False,False
14017-29391-00020-00-1,,5,37.3918463186,126.9782005823,부설,0.9,False,False,False
14017-29391-00021-00-1,,5,37.3925198086,126.9757611435,부설,0.9,False,False,False
14017-29391-11013-00-1,우미아트빌,11,,,부설,0.9,True,False,False
14017-29392-00011-00-1,밀레니엄프라자,15,37.3931765371,126.9799483371,부설,0.9,True,False,False
14019-29391-00006-00-1,,8,37.4003191297,126.9304924206,부설,0.9,False,False,False
14019-29391-00015-00-1,서원빌딩,9,37.4002617158,126.9309216439,부설,0.9,True,False,False
14019-29391-00016-00-1,비산동 근린생활시설,4,37.4003336574,126.9306821458,부설,0.9,True,False,False
14019-29391-00021-00-1,안양동안.만안구선거관리위원회합동청사,9,37.3988900389,126.9335023952,비부설,0.9,False,True,False
14019-29391-00022-00-1,삼원리버빌,6,37.3985032674,126.9315150473,부설,0.9,True,False,False
14019-29391-00023-00-1,,2,37.397645948,126.9323018594,부설,0.9,False,False,False
14019-29391-00025-00-1,,8,37.3977939552,126.9327218476,부설,0.9,False,False,False
14019-29391-00026-00-1,,12,37.3973630451,126.9355591651,애매,0.3,False,False,False
14019-29391-00027-00-1,,3,37.3970463503,126.9364177402,부설,0.9,False,False,False
14019-29391-00028-00-1,,6,37.3969851682,126.9365804177,부설,0.9,False,False,False
14019-29391-00029-00-1,안양 비산동빌딩,21,37.3978380732,126.9342667715,부설,0.9,True,False,False
14019-29391-00031-00-1,1,7,37.3976581416,126.934759328,애매,0.3,False,False,False
14019-29391-00032-00-1,허가번호:1403,28,37.3975357793,126.9350801708,애매,0.3,False,False,False
14019-29391-00033-00-1,대명맨션,16,37.397283471,126.9350397318,부설,0.9,True,False,False
14019-29391-00034-00-1,성현빌딩,8,37.3974526015,126.9345652574,부설,0.9,True,False,False
14019-29391-00035-00-1,,2,37.39479576,126.940182514,부설,0.9,False,False,False
14019-29391-00036-00-1,,3,37.3947703802,126.9398843955,부설,0.9,False,False,False
14019-29391-00037-00-1,,2,37.3944385366,126.9393606615,부설,0.9,False,False,False
14019-29391-00038-00-1,,16,37.3946156127,126.9402955882,애매,0.3,False,False,False
14019-29391-00039-00-1,대성빌딩,4,37.3931567316,126.941850647,부설,0.9,True,False,False
14019-29391-00040-00-1,,4,37.3932938089,126.9420989851,부설,0.9,False,False,False
14019-29391-00042-00-1,,9,37.3925589637,126.9428990806,부설,0.9,False,False,False
14019-29391-00043-00-1,비산동 근린생활시설,3,37.3924690354,126.9432605179,부설,0.9,True,False,False
14019-29391-00044-00-1,주님의교회,2,37.3923824113,126.9429985909,부설,0.9,True,False,False
14019-29391-00045-00-1,,1,37.4090244905,126.9473549952,부설,0.9,False,False,False
14019-29391-00046-00-1,,1,37.4081705899,126.9479564944,부설,0.9,False,False,False
14019-29391-00047-00-1,,4,37.4084048411,126.9479247058,부설,0.9,False,False,False
14019-29391-11014-00-1,,2,,,부설,0.9,False,False,False
14019-29391-11015-00-1,드림빌,2,,,부설,0.9,True,False,False
14019-29392-00018-00-1,샘모루빌딩,55,37.3989840613,126.9340670003,부설,0.9,True,False,False
14019-29392-00019-00-1,대림타워,33,37.3988938356,126.9338457219,부설,0.9,True,False,False
14019-29392-00024-00-1,허가번호:246호,4,37.3975162991,126.9324736378,애매,0.3,False,False,False
14020-29391-00001-00-1,세림맨션,8,37.4017176627,126.9094162022,부설,0.9,True,False,False
14020-29391-00002-00-1,이호파크빌,6,37.4017213878,126.9095743162,부설,0.9,True,False,False
14020-29391-00003-00-1,핌하우스,5,37.401595245,126.9095744677,부설,0.9,True,False,False
14020-29391-00004-00-1,,2,37.4019738459,126.909799897,부설,0.9,False,False,False
14020-29391-00005-00-1,우리사랑빌,7,37.4019739699,126.9099625335,부설,0.9,True,False,False
14020-29391-00007-00-1,,4,37.4015955449,126.9099675039,부설,0.9,False,False,False
14020-29391-00008-00-1,,6,37.4017470915,126.9101977238,부설,0.9,False,False,False
14020-29391-00009-00-1,한성빌라,4,37.4017508224,126.9103648732,부설,0.9,True,False,False
14020-29391-00010-00-1,,7,37.4016066626,126.9103695626,부설,0.9,False,False,False
14020-29391-00011-00-1,한성빌라,4,37.4017509456,126.9105275092,부설,0.9,True,False,False
14020-29391-00012-00-1,큰별 어린이집,2,37.4012953945,126.9086487111,부설,0.9,True,False,False
14020-29391-00013-00-1,문화화이트빌라,5,37.4014036285,126.9087931445,부설,0.9,True,True,False
14021-29391-00001-00-1,안양아트빌2차,6,37.4013930146,126.9090506634,부설,0.9,True,False,False
14021-29391-00002-00-1,다가구주택(10가구),2,37.4012525735,126.9092044329,부설,0.9,True,False,False
14021-29391-00003-00-1,,8,37.4014004898,126.9093985134,부설,0.9,False,False,False
14022-29391-00001-00-1,다가구주택,3,37.4048323067,126.9103566847,부설,0.9,True,False,False
14022-29391-00002-00-1,,1,37.4051139638,126.911070173,부설,0.9,False,False,False
14022-29391-00003-00-1,,4,37.4035730027,126.9132043865,부설,0.9,False,False,False
14022-29391-00004-00-1,,4,37.4035692925,126.9130598218,부설,0.9,False,False,False
14022-29391-00005-00-1,,4,37.4035691728,126.9128971818,부설,0.9,False,False,False
14022-29391-00006-00-1,다가구주택,1,37.403565372,126.9126306372,부설,0.9,True,False,False
14022-29391-00007-00-1,,1,37.4032229678,126.912608446,부설,0.9,False,False,False
14022-29391-00008-00-1,대우아트빌,7,37.4033672244,126.912734776,부설,0.9,True,False,False
14022-29391-00009-00-1,다가구주택,1,37.4033926095,126.9129470817,부설,0.9,True,False,False
14022-29391-00010-00-1,다가구주택,2,37.4032870923,126.9116009103,부설,0.9,True,False,False
14022-29391-00011-00-1,다가구주택,1,37.4034604116,126.912034413,부설,0.9,True,False,False
14022-29391-00012-00-1,다가구주택,1,37.4033484494,126.9117183002,부설,0.9,True,False,False
14022-29391-00013-00-1,안양신경외과,7,37.4027754682,126.9118093271,애매,0.3,False,False,False
14022-29391-00014-00-1,,4,37.4029925899,126.9129927219,부설,0.9,False,False,False
14022-29391-00015-00-1,다가구주택,1,37.4028810394,126.913232291,부설,0.9,True,False,False
14022-29391-00016-00-1,,4,37.4028986674,126.9126991774,부설,0.9,False,False,False
14022-29391-00017-00-1,,1,37.4033822438,126.908759122,부설,0.9,False,False,False
14022-29391-00018-00-1,,2,37.4032925728,126.9093194334,부설,0.9,False,False,False
14022-29391-00019-00-1,다가구주택,3,37.4028492433,126.9092838257,부설,0.9,True,False,False
14022-29391-00020-00-1,,1,37.4029573345,126.9092430357,부설,0.9,False,False,False
14022-29391-00021-00-1,,2,37.4028856022,126.9096994139,부설,0.9,False,False,False
14022-29391-00022-00-1,노블레스빌,8,37.4022789022,126.9081234637,부설,0.9,True,False,False
14022-29391-00023-00-1,,6,37.4022827656,126.908457769,부설,0.9,False,False,False
14022-29391-00024-00-1,,7,37.4024126767,126.9086699434,부설,0.9,False,False,False
14022-29391-00025-00-1,현대빌라,4,37.4022868855,126.909126384,부설,0.9,True,False,False
14022-29391-00026-00-1,,8,37.402080741,126.9082050241,부설,0.9,False,False,False
14022-29391-00027-00-1,이데아하우스,8,37.4020774694,126.9086342087,부설,0.9,True,False,False
14022-29391-00028-00-1,,4,37.4020811955,126.9087923233,부설,0.9,False,False,False
14022-29391-00029-00-1,,6,37.4019226195,126.9087970332,부설,0.9,False,False,False
14022-29391-00034-00-1,이호파크빌,8,37.4020960876,126.909411229,부설,0.9,True,False,False
14022-29391-00035-00-1,,3,37.4020962087,126.9095693481,부설,0.9,False,False,False
14022-29391-00036-00-1,,1,37.4027949356,126.9089631321,부설,0.9,False,False,False
14022-29391-00037-00-1,,6,37.4028993494,126.9088274736,부설,0.9,False,False,False
14022-29391-00038-00-1,,3,37.4019227935,126.909022917,부설,0.9,False,False,False
14022-29391-00039-00-1,,3,37.4019229185,126.9091855534,부설,0.9,False,False,False
14022-29391-00040-00-1,,6,37.4017642175,126.9090276264,부설,0.9,False,False,False
14022-29391-00041-00-1,세림맨션,8,37.4019699448,126.9094113809,부설,0.9,True,False,False
14022-29391-00042-00-1,,5,37.4018439265,126.9095741689,부설,0.9,False,False,False
14022-29391-11013-00-1,로체그랑,8,,,애매,0.3,False,False,False
14023-29391-11013-00-1,병목안 시민공원,183,,,비부설,0.9,False,True,False
14024-29391-00001-00-1,,6,37.4087795536,126.9476714332,부설,0.9,False,False,False
14024-29391-00002-00-1,,13,37.4087363785,126.9478386326,애매,0.3,False,False,False
14024-29391-00003-00-1,태성파크빌라,5,37.4079972575,126.9471975824,부설,0.9,True,False,False
14024-29391-00004-00-1,,3,37.4085129674,126.9479336671,부설,0.9,False,False,False
14024-29391-00005-00-1,.,5,37.4079651275,126.9478888658,애매,0.3,False,False,False
14024-29391-00010-00-1,,6,37.4087013832,126.9502648708,부설,0.9,False,False,False
14024-29391-00011-00-1,,4,37.4076919309,126.9495336174,부설,0.9,False,False,False
14024-29391-00012-00-1,,6,37.4079839152,126.9496599269,부설,0.9,False,False,False
14024-29391-00013-00-1,,6,37.4078289244,126.9496238863,부설,0.9,False,False,False
14024-29391-00014-00-1,햇살가득한집,12,37.4073711948,126.9495970847,애매,0.3,False,False,False
14024-29391-00015-00-1,,3,37.4068774974,126.9497419908,부설,0.9,False,False,False
14024-29391-00016-00-1,우일빌리지,8,37.4069999514,126.9495431176,부설,0.9,True,False,False
14024-29391-00017-00-1,동서빌라,4,37.407226768,126.9489827334,부설,0.9,True,False,False
14024-29391-00018-00-1,,1,37.4068840406,126.9482013552,부설,0.9,False,False,False
14024-29391-00019-00-1,,6,37.4075003244,126.9481693048,부설,0.9,False,False,False
14024-29391-00020-00-1,,2,37.4074425201,126.9478530837,부설,0.9,False,False,False
14024-29391-00021-00-1,,2,37.4071793204,126.9476228482,부설,0.9,False,False,False
14024-29391-00022-00-1,,4,37.4073703446,126.9476407873,부설,0.9,False,False,False
14024-29391-00023-00-1,박가맨션A동,6,37.407586461,126.9473514835,부설,0.9,True,False,False
14024-29391-00024-00-1,박가맨션B동,8,37.4074422938,126.9473425483,부설,0.9,True,False,False
14024-29391-00025-00-1,비산동상가,3,37.4037593064,126.9482125418,부설,0.9,True,False,False
14024-29391-00026-00-1,비산동 근린생활시설,1,37.4035684675,126.9486192735,부설,0.9,True,False,False
14024-29391-00028-00-1,관악관,18,37.4033343645,126.948994408,애매,0.3,False,False,False
14024-29391-00029-00-1,조은빌딩,6,37.4031290232,126.9492068816,부설,0.9,True,False,False
14024-29391-00030-00-1,성원아파트,175,37.4069903469,126.9524572253,부설,0.9,True,False,False
14024-29391-00031-00-1,,1,37.4070327968,126.9505099452,부설,0.9,False,False,False
14024-29391-00032-00-1,부성빌라,6,37.407004051,126.9507177915,부설,0.9,True,False,False
14024-29392-00027-00-1,건축허가번호:243,6,37.4036047018,126.9490665093,부설,0.9,True,False,False
14025-29391-00001-00-1,,8,37.4061641263,126.9503026914,부설,0.9,False,False,False
14025-29391-00002-00-1,,5,37.4063479609,126.9503658213,부설,0.9,False,False,False
14025-29391-00003-00-1,성덕빌라,8,37.4068526476,126.950641085,부설,0.9,True,False,False
14025-29391-00004-00-1,,1,37.4058650615,126.9504790878,부설,0.9,False,False,False
14025-29391-00005-00-1,,6,37.4050901064,126.9502943651,부설,0.9,False,False,False
14025-29391-00007-00-1,,4,37.4047692212,126.9500054345,부설,0.9,False,False,False
14025-29391-00008-00-1,,6,37.4037816148,126.9497982721,부설,0.9,False,False,False
14025-29391-00009-00-1,대흥빌라드,8,37.4038501881,126.9500241163,부설,0.9,True,False,False
14025-29391-00015-00-1,,1,37.4038072311,126.9507198853,부설,0.9,False,False,False
14025-29391-00016-00-1,,8,37.40276178,126.9500835696,부설,0.9,False,False,False
14025-29391-00018-00-1,1동,8,37.4024519734,126.9504271214,애매,0.3,False,False,False
14025-29391-00019-00-1,,2,37.4024014213,126.9502012691,부설,0.9,False,False,False
14025-29391-00020-00-1,,20,37.4026327509,126.9518139438,애매,0.3,False,False,False
14025-29391-00021-00-1,,5,37.4024271963,126.9515159064,부설,0.9,False,False,False
14025-29391-00022-00-1,,4,37.4025388207,126.9512673599,부설,0.9,False,False,False
14025-29391-00023-00-1,허가번호:310,2,37.402336938,126.9511364772,애매,0.3,False,False,False
14025-29391-00024-00-1,,4,37.4024882421,126.9509737411,부설,0.9,False,False,False
14025-29391-00025-00-1,,2,37.4024629573,126.9508382262,부설,0.9,False,False,False
14025-29391-00026-00-1,,6,37.4023080399,126.9509783763,부설,0.9,False,False,False
14025-29391-00028-00-1,,1,37.4024416644,126.9516423931,부설,0.9,False,False,False
14025-29391-00029-00-1,,4,37.4028484811,126.9505669101,부설,0.9,False,False,False
14025-29391-00030-00-1,,5,37.4029062782,126.950883114,부설,0.9,False,False,False
14025-29391-00031-00-1,,4,37.4028737663,126.9507024256,부설,0.9,False,False,False
14025-29391-00032-00-1,월드빌라(가),6,37.4037136245,126.9509593894,부설,0.9,True,False,False
14025-29391-00033-00-1,,2,37.4036057498,126.9515603249,부설,0.9,False,False,False
14025-29391-00034-00-1,월드빌라(나),7,37.4036920636,126.9511130083,부설,0.9,True,False,False
14025-29391-00035-00-1,월드빌라(다),7,37.4036669115,126.9512982539,부설,0.9,True,False,False
14025-29391-00036-00-1,월드빌라(라),4,37.4035261954,126.9509188516,부설,0.9,True,False,False
14025-29391-00037-00-1,월드빌라(마),7,37.4035190546,126.9510814962,부설,0.9,True,False,False
14025-29391-00038-00-1,수자인,16,37.4042037234,126.9508235354,애매,0.3,False,False,False
14025-29391-00039-00-1,비산동다세대주택,6,37.4045426027,126.9510537238,부설,0.9,True,False,False
14025-29391-00040-00-1,한빛맨션,8,37.4045282889,126.9513022142,부설,0.9,True,False,False
14025-29391-00041-00-1,,6,37.4044887849,126.9516455953,부설,0.9,False,False,False
14025-29391-00042-00-1,,2,37.4043301924,126.9516140725,부설,0.9,False,False,False
14025-29391-00043-00-1,동건센트레빌,19,37.4048127265,126.9506153161,부설,0.9,True,False,False
14025-29391-00044-00-1,,6,37.4054040378,126.9511977359,부설,0.9,False,False,False
14025-29391-00045-00-1,,5,37.4053429023,126.9515230635,부설,0.9,False,False,False
14025-29391-11013-00-1,안양서중학교,39,,,부설,0.9,True,False,False
14025-29392-00006-00-1,,1,37.4043763859,126.9500282846,부설,0.9,False,False,False
14025-29392-00014-00-1,,8,37.4030104255,126.9499975675,부설,0.9,False,False,False
14025-29392-00017-00-1,성준빌딩,14,37.402257277,126.9502465416,부설,0.9,True,False,False
14025-29392-00027-00-1,수성빌딩,8,37.4023403865,126.9507615052,부설,0.9,True,False,False
14026-29391-00001-00-1,,3,37.4069393687,126.9511786682,부설,0.9,False,False,False
14026-29391-00002-00-1,비산동 1043-7 노유자시설 (강정근),2,37.4061248111,126.951093356,애매,0.3,False,False,False
14026-29391-00003-00-1,무지개아파트,18,37.4061787767,126.9508629061,부설,0.9,True,False,False
14026-29391-00004-00-1,,12,37.4066581663,126.9509755421,애매,0.3,False,False,False
14026-29391-00005-00-1,,4,37.406917802,126.9513187396,부설,0.9,False,False,False
14026-29391-00006-00-1,신대원빌,6,37.4062657735,126.9520781759,부설,0.9,True,False,False
14026-29391-00007-00-1,,3,37.4060064238,126.9524352573,부설,0.9,False,False,False
14026-29391-00008-00-1,,4,37.4060925159,126.9514367398,부설,0.9,False,False,False
14026-29391-11013-00-1,한국도로공사도로관리사무소,5,,,애매,0.3,False,False,False
14027-29391-00001-00-1,다가구주택,1,37.4063324912,126.9115340813,부설,0.9,True,False,False
14027-29391-00002-00-1,,4,37.4061338907,126.9110328241,부설,0.9,False,False,False
14027-29391-00003-00-1,다가구주택,1,37.4063686097,126.9116379516,부설,0.9,True,False,False
14027-29391-00004-00-1,다가구주택,1,37.4066676468,126.9115020614,부설,0.9,True,False,False
14027-29391-00005-00-1,,1,37.4060983613,126.9117150738,부설,0.9,False,False,False
14027-29391-00006-00-1,,1,37.4060191154,126.9117738998,부설,0.9,False,False,False
14027-29391-00007-00-1,,8,37.4054373726,126.909804781,부설,0.9,False,False,False
14027-29391-00008-00-1,효성하임빌,11,37.4055819138,126.9103015768,부설,0.9,True,False,False
14027-29391-00009-00-1,,4,37.4047888485,126.9100811474,부설,0.9,False,False,False
14028-29391-00001-00-1,,4,37.4062704091,126.9104543661,부설,0.9,False,False,False
14028-29391-00002-00-1,평화빌리지,6,37.4067759548,126.9117504225,부설,0.9,True,False,False
14028-29391-00003-00-1,다가구주택6가구용,1,37.4065742107,126.9118636082,부설,0.9,True,False,False
14029-29391-00001-00-1,다가구주택,2,37.40655569,126.9111949719,부설,0.9,True,False,False
14029-29391-00002-00-1,정우펠리스,11,37.40612656,126.9108701871,애매,0.3,False,False,False
14031-29391-00001-00-1,다가구주택,1,37.4115484013,126.9078726761,부설,0.9,True,False,False
14031-29391-00002-00-1,다가구주택,1,37.4116384433,126.9077957554,부설,0.9,True,False,False
14031-29391-00003-00-1,다성빌라,4,37.4117320858,126.9077143117,부설,0.9,True,False,False
14031-29391-00004-00-1,황실빌라,11,37.4116854511,126.9079945015,부설,0.9,True,False,False
14031-29391-00005-00-1,목련원,8,37.4114758607,126.9072853918,애매,0.3,False,False,False
14031-29391-00006-00-1,관악에코빌,14,37.4122124744,126.9090646938,부설,0.9,True,False,False
14031-29391-00007-00-1,,3,37.4121435787,126.9085225817,부설,0.9,False,False,False
14031-29391-00008-00-1,,8,37.4119381395,126.9085137949,부설,0.9,False,False,False
14031-29391-00009-00-1,우성빌라,4,37.4105694358,126.9096133821,부설,0.9,True,False,False
14031-29391-11013-00-1,,2,,,부설,0.9,False,False,False
14032-29391-00001-00-1,밀레니엄,12,37.4108254734,126.9098073578,애매,0.3,False,False,False
14032-29391-00002-00-1,,4,37.410829339,126.9101507375,부설,0.9,False,False,False
14032-29391-00010-00-1,,3,37.3764562079,126.9615901044,부설,0.9,False,False,False
